id,type,prompt,answer1,answer2,answer3,answer4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"已知点$A\left(x_1,y_1\right)$ 、$B\left(x_{2},y_{2}\right)$ 在二次函数$y=-x^{2}+2x+4$的图象上.若$x_1>x_2>1$ ，则$y_1$  与$y_2$ 的大小关系是____A.$y_{1}\geq y_{2}$B.$y_{1}=y_{2}$C.$y_1>y_2$D.$y_1<y_2$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,抛物线$y=-x^2+2kx+2$ 与 x轴交点的个数为____A.0B.1C.2D.以上都不对,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列各式运算的结果为$a^6$的是____A.$a^{3}\cdot a^{3}$B.$(a^3)^3$C.$a^3+a^3$D.$a^{12} \div a^2$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,一元二次方程$x^2+6x-6=0$配方后化为____A.$(x-3)^2=3$B.$(x-3)^2=15$C.$(x+3)^2=15$D.$(x+3)^2=3$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,a表示一个一位数， b表示一个两位数，若把 a放在 b的左边，组成一个三位数，则这个三位数表示为____A.a+bB.10a+bC.100a+bD.10b+a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,某班同学毕业时都将自己的照片向全班其他同学各送一张表示留念，全班共送1035张照片，如果全班有x名同学，根据题意，列出方程为____A.$x(x+1)=1035$B.$x(x-1)=1035$C.$\frac{1}{2}x(x+1)=1035$D.$\frac{1}{2}x(x-1)=1035$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列说法：①“掷一枚质地均匀的硬币，朝上一面可能是正面”；②“从一副普通扑克牌中任意抽取一张，点数一定是3”____A.只有①正确B.只有②正确C.①②都正确D.①②都错误,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,一元二次方程$4x^2+1=4x$的根的情况是____A.没有实数根B.只有一个实数根C.有两个相等的实数根D.有两个不相等的实数根,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列各式$\frac{a-b}{2}$，$\frac{x+3}{x}$ ，$\frac{5+y}{\pi}$ ，$\frac{x^2}{4}$ ，$\frac{a+b}{a-b}$ ，$\frac{x-y}{m}$ ， 中分式有____个A.2B.3C.4D.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,关于x的一元二次方程$x^2-3x+m=0$有两个不相等的实数根，则实数m的值范围为____A.$m\geq \frac{9}{4}$B.$m< \frac{9}{4}$C.$m=\frac{9}{4}$D.$m< -\frac{9}{4}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,反比例函数$y=\frac{6}{x}$ 的图象位于____A.第一、第二象限B.第一、第三象限C.第二、第三象限D.第二、第四象限,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列函数中，当x＞0时，y随x的增大而减小的是____A.$y=\frac{x}{2}$B.$y=-\frac{4}{x}$C.$y=3x+2$D.$y=x^2-3$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,等腰三角形的底和腰是方程$x^2-6x+8=0$的两根，则这个三角形的周长为____A.8B.10C.8或者10D.不能确定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列方程中是一元一次方程的是____A.$1-\frac{x}{2}=3y-2$B.$\frac{1}{y}-2=y$C.$3x+1=2x$D.$3x^{2}+1=0$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,将抛物线  $y=\frac{1}{2}x^2+1$绕原点O旋转180°，则旋转后的抛物线的解析式为____A.$y=-2x^2+1$B.$y=-2x^2-1$C.$y=-\frac{1}{2}x^{2}+1$D.$y=-\frac{1}{2}x^{2}-1$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,等式$\sqrt{x+1}\cdot\sqrt{x-1}=\sqrt{x^{2}-1}$成立的条件是____A.x≥1B.x≥﹣1C.-1≤x≤1D.x≥1或x≤﹣1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列算式中，你认为正确的是____A.$\frac{b}{a-b}-\frac{a}{b-a}=-1$B.$1\div \frac{b}{a}\times\frac{a}{b}=1$C.$3a^{-1}=\frac{1}{3a}$D.$\frac{1}{(a+b)^{2}}\cdot\frac{a^{2}-b^{2}}{a-b}=\frac{1}{a+b}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,方程$2x+1=3$的解是____A.$x=-1$B.$x=1$C.$x=2$D.$x=-2$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,一个多边形的内角和是720°，这个多边形是____A.五边形B.六边形C.七边形D.八边形,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,某校组织七年级学生外出研学， (1)班人数38人，居各班之首，(2) 班人数 30人，位居第二，且这两个班男生一共有 人参加，则下列说法一定正确的是：____A.(1)班女生比 (2)班男生人数多B.(2)班女生比 (1)班男生人数多C.(2)班女生比 (2)班男生人数多D.(1)班女生比 (1)班男生人数多,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列运算结果正确的是____A.$2\sqrt{2}+3\sqrt{8}=5\sqrt{10}$B.$\sqrt{36}=\pm6$C.$a^{2}\div a^{6}=\frac{1}{a^{4}}\left(a\neq0\right)$D.$2^{-3}=-8$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"若点 P(2,a)关于x轴的对称点为Q(b,1) ,则$(a+b)^3$的值是____A.-27B.-1C.1D.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,甲、乙两个工程队共同参与一项筑路工程，甲队单独施工需90天完成．甲队先单独施工 30天，然后增加了乙队，两队又合做了 15天，总工程刚好全部完成．设乙队单独施工需x天完成．根据题意可得方程____A.$\frac{45}{90}+\frac{15}{x}=1$B.$\frac{30}{90}+\frac{15}{x}=1$C.$\frac{15}{90}+\frac{30}{x}=1$D.$\frac{15}{90}+\frac{45}{x}=1$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"方程 $x^2=2x$的解是____A.$x_1=x_2=0$B.$x_1=x_2=2$C.$x_{1}=0,x_{2}=2$D.$x_{1}=0,x_{2}=\sqrt{2}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,已知0≤a-b≤1且1≤a+b≤4，则a的取值范围是____A.1≤a≤2B.2≤a≤3C.$\frac{1}{2}$≤a≤$\frac{5}{2}$D.$\frac{3}{2}$≤a≤$\frac{5}{2}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,去年济川中学有近1千名考生参加中考，为了了解这些考生的数学成绩，从中抽取50名考生的数学成绩进行统计分析，以下说法正确的是____A.这50名考生是总体的一个样本B.近1千名考生是总体C.每位考生的数学成绩是个体D.50名学生是样本容量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"已知点(1,m)和点(3,n)是一次函数$y=-2x+3$图象上的两个点，则m与n的大小关系是____A.m>nB.m<nC.m=nD.以上都不对",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,如$(x+m)$与$(x+3)$的乘积中不含x的一次项，则m的值为____A.-3B.3C.0D.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,已知∠AOB，P是任一点，过点P画一条直线与OA平行，则这样的直线____A.有且仅有一条B.有两条C.不存在D.有一条或不存在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,一辆汽车在笔直的公路上行驶，在两次转弯后，仍在原来的方向上平行前进，那么这两次转弯的角度可以是____。A.先右转80°，再左转100°B.先左转80°，再右转80°C.先左转80°，再右转100D.先右转80°，再右转80°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,使二次根式$\sqrt{x-2}$ 有意义的x的取值范围为____A.$x>2$B.$x\geq 2$C.$x=2$D.$x\neq2$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,Rt 三角形ABC 中，两直角边的长分别为$3$和 $\sqrt 3$，则其斜边上的中线长为____A.$sqrt 3$B.$2sqrt 3$C.$3$D.$6$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列式子计算正确的是____A.$2x+3y=5x y$B.$3a^{2}b-5b a^{2}=-2a^{2}b$C.$-\left(3x-1\right)=-3x-1$D.$\left(a-b\right)-\left(c-b\right)=a-2b-c$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"关于x ,y 的二元一次方程组 $\left\{\begin{matrix}3x+y=1+a,\\ x+3y=3\end{matrix}\right.$的解满足$x<y$ , 则 a的取值范围是____A.a＞-3B.a＜-3C.a＞2D.a＜2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,如果 $\angle A$是锐角，且$\sin A=\frac{1}{2}$ ，那么  $\angle A$的度数是____A.90°B.60°C.45°D.30°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,若关于x的方程$\frac{x+a}{x+3}-\frac{2}{x+3}=0$ 有增根，则 a的值为____A.2B.3C.4D.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列代数式中不是单项式的是____A.$-12a b$B.$\frac{2}{\pi}$C.$\frac{2x-3y}{5}$D.$0$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"若二次函数$y=x^2-4x+m$的图象经过A(-1,y1),B(2,y2),C(4,y3)三点，则y1、y2、y3的关系是____A.y1<y2<y3B.y3<y2<y1C.y3<y1<y2D.y2<y3<y1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,$-2$的倒数是____A.$-2$B.$2$C.$-\frac{1}{2}$D.$\frac{1}{2}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,若三角形三边分别为 a，b ，c ，且分式$\frac{ab-ac+bc-b^2}{a-c}$的值为0 ，则此三角形一定是____A.不等边三角形B.腰与底边不等的等腰三角形C.等边三角形D.直角三角形,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,若代数式 $\frac{x}{x-3}$的值为零，则实数x的值为____A.x =0B.x≠0C.x =3D.x≠3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,将抛物线$y=-2x^2+1$向左平移1个单位，再向下平移3个单位长度，所得的抛物线为____A.$y=-2(x-1)^2-2$B.$y=-2(x+1)^2-2$C.$y=-2(x-1)^2+4$D.$y=-2(x+1)^2+4$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列运算中正确的是____A.$a^{5}+a^{5}=2a^{5}$B.$a^{3}a^{2}=a^{6}$C.$2x\cdot3x=6x$D.$\left(a^{3}\right)^{4}=a^{7}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,把方程$\frac{x+1}{0.4}-\frac{0.2x-1}{0.7}=1$中分母化整数，其结果应为____A.$\frac{10x+1}{4}-\frac{2x-1}{7}=1$B.$\frac{10x+1}{4}-\frac{2x-1}{7}=10$C.$\frac{10x+10}{4}-\frac{2x-10}{7}=1$D.$\frac{10x+10}{4}-\frac{2x-10}{7}=10$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列二次根式中的最简二次根式是____A.$\sqrt{30}$B.$\sqrt{12}$C.$\sqrt{8}$D.$\sqrt{\frac{1}{2}}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,方程 $x^{2}-x+3=0$的根的情况是____A.有两个不相等的实数根B.有两个相等的实数根C.无实数根D.只有一个实数根,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
